x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
4111.7119999999995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6447.672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3171.696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83.84639999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19.1004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3241.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8398.544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1869.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1836.384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4563.504,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
736.076,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3959.648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3916.176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1525.1544000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.6000000000000005,110.44,150.26,218.68,283.36,304.59000000000003,350.46000000000004,447.26,530.2,608.4100000000001,637.8900000000001,641.6299999999999,658.79,677.8859999999997,654.28,661.6499999999999,707.5199999999999,804.3199999999999,863.5659999999998,876.81,922.68,930.05,950.0700000000002,995.94,1003.3100000000002,1049.18,1145.9800000000002,1205.2259999999999,1238.908,1255.716,1261.5459999999998,1295.2279999999996,1312.0359999999998,1351.57,1392.666,1395.35,1411.85,1441.2199999999998,1448.59,1451.67,1497.54,1504.91,1550.78,1631.3659999999998,1665.0479999999998,1681.8559999999998,1754.192,1777.9519999999998,1836.032,1865.2479999999998
9.899999999999999,107.58000000000001,147.4,193.49,233.30999999999997,292.48999999999995,312.72999999999996,315.81,375.42999999999995,533.8299999999999,573.65,641.63,1101.2759999999998,1134.9579999999999,1147.0359999999998,1180.7179999999996,1197.5259999999998,1221.4400000000003,1233.5400000000002,1238.6000000000001,1240.36,1280.18,1281.5,1303.4999999999998,1343.32,1411.2999999999997,1454.2,1483.68,1487.4200000000003,1504.5800000000002,1527.8999999999999,1539.9999999999998,1545.0599999999997,1574.1,1590.82,1602.9199999999998,1607.9799999999998,1629.76,1631.9600000000003,1644.0600000000002,1649.1200000000001,1670.8999999999999,1684.7600000000004,1696.8600000000004,1701.9200000000003,1723.7,1753.18,1756.9200000000003,1774.0800000000002,1803.56
35.64,167.75,187.55,295.78999999999996,306.78999999999996,335.60999999999996,358.92999999999995,418.55,492.03,527.8899999999999,563.31,891.9899999999999,1077.3400000000001,1091.8600000000001,1103.96,1109.02,1118.4800000000002,1140.48,1324.6200000000001,1354.1000000000001,1357.8400000000004,1375.0000000000002,1398.3200000000004,1410.4200000000003,1411.0800000000002,1461.2400000000005,1473.3400000000004,1478.4000000000003,1500.18,1502.3800000000003,1514.4800000000002,1519.5400000000002,1541.3200000000004,1555.1800000000005,1567.2800000000004,1572.3400000000004,1594.1200000000001,1623.6000000000001,1627.3400000000004,1640.5400000000002,1570.8000000000004,1574.5400000000006,1591.7000000000005,1648.68,1693.7800000000002,1729.2,1758.46,1927.42,1977.5800000000002,1989.68
4.62,44.44,112.42,112.85999999999999,177.54,198.77,341.43999999999994,364.75999999999993,424.37999999999994,502.5899999999999,532.0699999999999,535.81,552.97,572.0659999999999,605.7479999999999,609.95,617.8259999999998,651.5079999999999,655.71,691.35,695.09,712.0300000000001,726.1099999999999,759.792,763.9940000000001,768.7899999999998,789.9099999999999,823.592,827.7940000000001,861.1899999999997,882.3099999999996,915.9919999999997,920.194,955.834,959.574,976.514,980.4739999999997,998.3819999999998,1019.5019999999997,1032.262,1065.944,1069.178,1102.8600000000001,1107.0620000000001,1114.234,1135.354,1148.114,1181.7959999999998,1185.03,1218.712
45.54,85.36,136.62,153.34,153.77999999999997,239.69,332.19999999999993,405.6799999999999,441.5399999999999,543.51,572.99,576.73,593.8900000000001,612.986,646.668,650.8700000000001,658.7459999999999,692.428,696.6300000000001,732.2700000000001,736.0100000000001,752.9500000000002,767.03,800.7120000000001,804.9140000000002,809.7099999999999,830.8299999999999,864.5120000000001,868.7140000000002,902.1099999999998,906.2900000000001,843.1500000000001,882.486,911.9659999999999,915.7059999999999,931.3259999999999,935.7259999999999,965.2059999999999,968.9459999999999,984.5659999999998,1009.4259999999999,1012.11,1053.25,1161.71,1205.27,1242.89,1179.7500000000002,1204.126,1237.808,1249.886
6.16,42.9,150.7,151.14,215.82,237.05,379.71999999999997,403.03999999999996,462.65999999999997,540.87,558.426,591.25,614.79,631.7299999999999,684.97,827.6400000000001,834.9659999999999,868.648,870.6059999999999,904.288,920.59,1057.8700000000001,1194.2700000000002,1235.41,1245.53,1254.2859999999998,1287.9679999999996,1304.7759999999998,1377.112,1400.8719999999998,1418.626,1452.3079999999998,1469.116,1541.4520000000002,1565.212,1621.9500000000003,1651.4300000000003,1655.3900000000003,1708.6300000000003,1793.2859999999998,1826.9679999999996,1843.7759999999998,1916.112,1939.8719999999998,1997.9520000000002,2027.1680000000001,2027.894,2057.11,2095.522,2097.0400000000004
16.72,186.67000000000002,206.47,226.49000000000004,294.47,340.3399999999999,359.5899999999999,452.0999999999999,542.1899999999999,596.8600000000001,561.44,651.5300000000001,944.1299999999999,956.2299999999998,961.2899999999998,963.0500000000002,1004.19,1026.19,1176.8900000000003,1206.3700000000003,1210.1100000000006,1227.2700000000004,1250.5900000000001,1262.69,1267.75,1296.7900000000002,1313.5100000000007,1325.6100000000006,1330.6700000000005,1352.4500000000003,1354.6500000000005,1366.7500000000005,1371.8100000000004,1393.5900000000001,1407.4500000000003,1419.5500000000002,1424.6100000000001,1446.3900000000003,1475.8700000000003,1479.6100000000006,1496.7700000000004,1526.2500000000002,1423.0700000000002,1426.8100000000004,1443.9700000000003,1500.9500000000003,1546.71,1579.4900000000002,1581.4700000000003,1627.23
38.28,191.39999999999998,194.48,277.42,287.43,316.46999999999997,326.48,331.09999999999997,356.28999999999996,366.29999999999995,370.91999999999996,674.7399999999999,704.22,707.96,725.12,748.6600000000001,765.6,782.1,817.74,821.48,827.8600000000001,842.006,875.688,892.496,934.4059999999998,938.256,947.3860000000001,988.592,1030.5019999999997,1034.3519999999999,1076.262,1086.2720000000002,1107.6560000000002,1119.6460000000002,1123.4080000000001,1125.4980000000003,1137.4880000000003,1141.2500000000002,1183.16,1187.01,1228.92,1238.93,1295.2940000000003,1315.0500000000002,1318.79,1326.9299999999998,1368.84,1378.8499999999997,1400.63,1417.79
11.879999999999999,170.28,210.1,220.87999999999997,278.08,278.52,290.51,364.42999999999995,373.45,483.66999999999996,1171.2800000000002,1183.38,1188.44,1190.2000000000003,1231.3400000000001,1253.3400000000001,1327.9199999999998,1342.8799999999999,1351.4599999999998,1359.1599999999999,1381.1599999999999,1396.12,1404.6999999999998,1416.7999999999997,1511.1799999999998,1526.7999999999997,1567.9399999999998,1589.9399999999998,1611.5659999999998,1623.6659999999997,1628.7259999999997,1643.0259999999996,1645.2479999999998,1657.3479999999997,1662.0559999999998,1674.1559999999997,1679.2159999999997,1693.5159999999996,1707.8159999999998,1716.9459999999997,1729.0459999999996,1734.1059999999998,1748.4059999999997,1758.1519999999998,1770.252,1775.312,1789.6119999999999,1803.912,1816.012,1821.072
6.16,42.9,150.7,151.14,215.82,263.34,346.28,448.03,458.03999999999996,602.8,931.48,1459.106,1492.7879999999998,1504.866,1538.548,1555.356,1605.692,1509.596,1581.9320000000002,1619.0900000000004,1631.1900000000003,1636.2500000000002,1638.01,1679.1499999999999,1701.15,1834.3600000000004,1851.8500000000001,1881.3300000000002,1885.0700000000004,1902.2300000000002,1925.55,1937.6499999999999,1942.7099999999998,1971.75,1988.47,2000.57,2005.6299999999999,2027.41,2029.6100000000004,2041.7100000000003,2046.7700000000002,2068.55,2082.4100000000008,2094.5100000000007,2099.5700000000006,2121.3500000000004,2150.8300000000004,2154.5700000000006,2171.7300000000005,2201.21
117.80999999999999,184.57999999999998,204.82,207.9,213.61999999999998,224.61999999999998,228.24999999999997,239.24999999999997,268.07,291.39,336.49,351.01,424.48999999999995,460.35,495.77,532.07,543.0700000000002,561.5500000000002,565.2900000000002,576.2900000000002,582.4500000000002,585.3100000000001,596.3100000000001,614.7900000000002,618.5300000000001,629.5300000000001,635.69,646.6899999999999,659.0100000000001,670.01,671.1100000000001,676.1700000000001,687.17,715.99,739.31,784.4100000000001,798.9300000000001,853.71,864.7099999999999,893.53,916.8499999999999,926.97,937.9699999999999,966.79,967.5600000000003,1008.7000000000003,1030.7,1101.1000000000001,1104.18,1140.04
36.96,166.43,186.23000000000002,309.09999999999997,320.09999999999997,332.42,372.24000000000007,392.04,431.86000000000007,499.84,500.2799999999999,541.2,845.02,874.4999999999999,878.2399999999999,895.3999999999999,918.9399999999999,935.88,952.3799999999999,988.0199999999999,991.7599999999999,998.1399999999999,1033.7799999999997,1037.5199999999998,1049.2459999999999,1061.3459999999998,1095.028,1111.836,1157.5959999999998,1157.7500000000002,1172.2700000000002,1184.3700000000001,1189.43,1198.89,1220.8899999999999,1405.03,1434.51,1438.2500000000002,1455.41,1478.7300000000002,1490.8300000000002,1491.49,1541.6500000000003,1553.7500000000002,1558.8100000000002,1580.59,1582.7900000000002,1594.89,1599.95,1621.7300000000002
29.7,199.98,203.06,286.0,296.01,325.05,335.06,339.68,364.87,374.87999999999994,379.5,683.32,712.8,716.5400000000001,733.7,757.24,774.1800000000001,790.6800000000001,826.3199999999999,830.06,836.44,850.5859999999999,884.2679999999999,901.0759999999999,942.9859999999998,946.8359999999999,955.966,997.1720000000001,1039.082,1042.9320000000002,1084.842,1094.8520000000003,1116.236,1128.226,1131.9880000000003,1134.0780000000002,1146.068,1149.83,1191.74,1195.59,1237.5,1247.51,1303.874,1323.6299999999999,1327.3700000000001,1335.51,1377.42,1387.4299999999998,1409.2100000000003,1426.3700000000001
