x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
-1201.0001303241697,-1201.0001303241681,-1201.0001303241697,-1201.0001303241697,-1201.0001303241697,-1201.0001303241697,-1201.0001303241697,-1201.0001303241681,-1201.0001303241681,-1201.0001303241697,-1201.0001303241697,-1201.0001303241681,-1201.0001303241681,-1201.0001303241697,-1201.0001303241681,-1201.0001303241681,-1201.0001303241681,-1201.0001303241697,-1201.0001303241697,-1201.0001303241681,-1201.0001303241681,-1201.0001303241681,-1201.0001303241697,-1201.0001303241681,-1201.0001303241697,-1201.0001303241697,-1201.0001303241697,-1201.0001303241681,-1201.0001303241697,-1201.0001303241681
-121.18009525728135,-1398.7561442525378,-1398.7561442525378,-1398.7561442525378,-5.5,-1398.7561442525378,-1398.7561442525378,-5.537311556093196,-495.7996545691025,-1398.7561442525378,-1398.7561442525378,-1386.5968179026818,-1398.7561442525378,-227.20749422525395,-1398.7561442525378,-5.5,-20.503056107975553,-1398.7561442525378,-425.16042609993735,-1398.7561442525378,-159.49226511132963,-14.284574672770812,-1398.7561442525378,-1398.7561442525378,-1398.7561442525378,-5.5,-5.5,-1398.7561442525378,-1398.7561442525378,-266.2149596695347
-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915323,-1568.8352826915302,-1568.8352826915323,-1568.8352826915302,-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915323,-1568.8352826915323,-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915323,-1568.8352826915323,-1568.8352826915302,-1568.8352826915318,-1568.8352826915323,-1568.8352826915302,-1568.8352826915302,-1568.8352826915323,-1568.8352826915302
-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265985,-825.0754203265975,-825.0754203265985,-825.0754203265975,-825.0754203265985,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265975,-825.0754203265985,-825.0754203265985,-825.0754203265975,-825.0754203265975,-825.0754203265985,-825.0754203265975,-825.0754203265985,-825.0754203265975,-825.0754203265985,-825.0754203265985,-825.0754203265985,-825.0754203265975,-825.0754203265985,-825.0754203265975
-114.79634439052619,-1324.8825842520855,-1324.8825842520855,-1324.8825842520855,-5.500000000000001,-1324.8825842520855,-1324.8825842520855,-5.500000000000001,-469.61947697754204,-1324.8825842520855,-1324.8825842520855,-1313.3679726077012,-1324.8825842520855,-215.21886839163972,-1324.8825842520855,-5.500000000000001,-19.450530356694387,-1324.8825842520855,-402.7121284856678,-1324.8825842520855,-151.0828502267811,-13.56329253365092,-1324.8825842520855,-1324.8825842520855,-1324.8825842520855,-5.500000000000001,-5.500000000000001,-1324.8825842520855,-1324.8825842520855,-252.16490367915605
-1956.8071029659004,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.8071029659056,-1956.807102965903,-1956.807102965903
-550.6570066541317,-550.657006654131,-550.6570066541317,-550.6570066541317,-550.6570066541317,-550.657006654131,-550.6570066541317,-550.657006654131,-550.6570066541317,-550.6570066541317,-550.6570066541317,-550.6570066541317,-550.6570066541317,-550.6570066541317,-550.657006654131,-550.6570066541317,-550.657006654131,-550.657006654131,-550.657006654131,-550.657006654131,-550.657006654131,-550.6570066541317,-550.657006654131,-550.657006654131,-550.657006654131,-550.6570066541317,-550.6570066541317,-550.657006654131,-550.6570066541317,-550.657006654131
-528.7630994909806,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909798,-528.7630994909798,-528.7630994909806,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909806,-528.7630994909798,-528.7630994909806,-528.7630994909798
-495.35767485907354,-495.35767485907354,-495.35767485907354,-495.35767485907417,-495.35767485907417,-495.35767485907417,-495.35767485907354,-495.35767485907354,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907354,-495.35767485907354,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907417,-495.35767485907417,-495.35767485907417,-495.35767485907354,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907417,-495.35767485907354,-495.35767485907354
0.26999999999999996,0.35000000000000003,0.32,0.35000000000000003,0.26,0.21,0.21,0.29,0.32,0.22,0.21,0.33,0.29,0.29,0.29,0.2799999999999998,0.24,0.24999999999999997,0.3,0.34,0.20999999999999966,0.2399999999999996,0.2,0.2,0.21,0.24,0.22999999999999976,0.34,0.24999999999999997,0.22
-164.69761960648307,-164.69761960648307,-164.69761960648287,-164.69761960648307,-164.69761960648287,-164.69761960648287,-164.69761960648307,-164.69761960648287,-164.69761960648287,-164.69761960648307,-164.69761960648307,-164.69761960648265,-164.69761960648265,-164.69761960648287,-164.69761960648307,-164.69761960648265,-164.69761960648287,-164.69761960648287,-164.69761960648287,-164.69761960648287,-164.69761960648287,-164.69761960648307,-164.69761960648287,-164.69761960648265,-164.69761960648287,-164.69761960648307,-164.69761960648287,-164.69761960648287,-164.69761960648307,-164.69761960648265
-0.27,-0.26,-0.16,-0.17999999999999997,-0.2000000000000001,-0.25,-0.28,-0.23000000000000007,-0.28,-0.14,-0.19,-0.20000000000000004,-0.28,-0.24,-0.22,-0.17000000000000012,-0.14000000000000015,-0.20000000000000004,-0.23,-0.17,-0.24000000000000005,-0.28,-0.23,-0.17999999999999997,-0.26,-0.25000000000000006,-0.14,-0.29,-0.27,-0.28
-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443212,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443212,-867.4091994443224,-867.4091994443224,-867.4091994443224,-867.4091994443224
-1021.5417173949696,-1021.5417173949684,-1021.5417173949684,-1021.5417173949696,-1021.5417173949696,-1021.5417173949684,-1021.5417173949696,-1021.5417173949696,-1021.5417173949696,-1021.5417173949696,-1021.5417173949696,-1021.5417173949696,-1021.5417173949684,-1021.5417173949684,-1021.5417173949684,-1021.5417173949696,-1021.5417173949696,-1021.5417173949696,-1021.5417173949684,-1021.5417173949696,-1021.5417173949684,-1021.5417173949696,-1021.5417173949684,-1021.5417173949696,-1021.5417173949696,-1021.5417173949684,-1021.5417173949684,-1021.5417173949684,-1021.5417173949696,-1021.5417173949684
-307.98180396624133,-307.9818039662417,-307.98180396624133,-307.9818039662417,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.9818039662417,-307.9818039662417,-307.98180396624133,-307.9818039662417,-307.9818039662417,-307.98180396624133,-307.98180396624133,-307.9818039662417,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.98180396624133,-307.9818039662417,-307.9818039662417,-307.98180396624133,-307.9818039662417,-307.9818039662417,-307.98180396624133,-307.9818039662417,-307.9818039662417
-0.2800000000000001,-0.28,-0.36,-0.27,-0.3400000000000001,-0.39000000000000007,-0.36,-0.27000000000000013,-0.4,-0.32,-0.31,-0.38,-0.25,-0.39000000000000007,-0.39000000000000007,-0.4000000000000001,-0.35000000000000003,-0.3,-0.35000000000000003,-0.27,-0.25,-0.25,-0.36,-0.39000000000000007,-0.4,-0.29000000000000004,-0.2800000000000001,-0.26,-0.35000000000000003,-0.27
-783.0123016565087,-783.0123016565087,-783.0123016565087,-783.0123016565097,-783.0123016565087,-783.0123016565087,-783.0123016565087,-783.0123016565097,-783.0123016565087,-783.0123016565097,-783.0123016565087,-783.0123016565087,-783.0123016565087,-783.0123016565087,-783.0123016565087,-783.0123016565097,-783.0123016565097,-783.0123016565097,-783.0123016565097,-783.0123016565087,-783.0123016565097,-783.0123016565097,-783.0123016565087,-783.0123016565087,-783.0123016565097,-783.0123016565097,-783.0123016565097,-783.0123016565097,-783.0123016565087,-783.0123016565097
-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.69669669634413,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.69669669634413,-257.6966966963438,-257.69669669634413,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.69669669634345,-257.69669669634413,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.6966966963438,-257.69669669634413,-257.69669669634413,-257.6966966963438,-257.69669669634413,-257.69669669634413,-257.6966966963438,-257.6966966963438
-1338.0952447699008,-1338.0952447699024,-1338.0952447699024,-1338.0952447699024,-1338.0952447699008,-1338.0952447699008,-1338.0952447699008,-1338.0952447699024,-1338.0952447699008,-1338.0952447699008,-1338.0952447699008,-1338.0952447699024,-1338.0952447699024,-1338.0952447699008,-1338.0952447699024,-1338.0952447699024,-1338.0952447699008,-1338.0952447699008,-1338.0952447699008,-1338.0952447699024,-1338.0952447699008,-1338.0952447699024,-1338.0952447699024,-1338.0952447699024,-1338.0952447699008,-1338.0952447699024,-1338.0952447699024,-1338.0952447699024,-1338.0952447699008,-1338.0952447699008
-0.74,-0.7000000000000001,-0.73,-0.68,-0.7100000000000003,-0.7000000000000001,-0.6200000000000001,-0.73,-0.68,-0.66,-0.71,-0.74,-0.7000000000000001,-0.68,-0.75,-0.7200000000000004,-0.7100000000000003,-0.74,-0.73,-0.64,-0.6600000000000004,-0.6800000000000003,-0.75,-0.61,-0.63,-0.63,-0.7000000000000001,-0.73,-0.6900000000000001,-0.6900000000000001
-359.25121450233894,-359.2512145023385,-359.2512145023385,-359.25121450233894,-359.25121450233894,-359.2512145023385,-359.2512145023385,-359.25121450233894,-359.2512145023385,-359.25121450233894,-359.2512145023385,-359.2512145023385,-359.2512145023385,-359.25121450233894,-359.2512145023385,-359.25121450233894,-359.2512145023385,-359.2512145023385,-359.25121450233894,-359.25121450233894,-359.2512145023385,-359.25121450233894,-359.2512145023385,-359.25121450233894,-359.25121450233894,-359.2512145023385,-359.25121450233894,-359.25121450233894,-359.2512145023385,-359.25121450233894
-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.26078209855893,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.2607820985587,-153.26078209855893
-495.0479295836919,-495.0479295836919,-495.04792958369126,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.04792958369126,-495.0479295836919,-495.04792958369126,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.04792958369126,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.0479295836919,-495.04792958369126,-495.0479295836919,-495.0479295836919
-433.30948124887044,-433.3094812488699,-433.3094812488699,-433.3094812488699,-433.3094812488699,-433.30948124887044,-433.3094812488699,-433.3094812488699,-433.3094812488699,-433.30948124887044,-433.3094812488699,-433.3094812488699,-433.3094812488699,-433.3094812488699,-433.30948124887044,-433.30948124887044,-433.30948124887044,-433.3094812488699,-433.3094812488699,-433.30948124887044,-433.30948124887044,-433.30948124887044,-433.3094812488699,-433.30948124887044,-433.30948124887044,-433.30948124887044,-433.3094812488699,-433.30948124887044,-433.3094812488699,-433.30948124887044
-264.3862396861052,-264.3862396861049,-264.3862396861052,-264.3862396861049,-264.3862396861049,-264.3862396861049,-264.3862396861052,-264.3862396861052,-264.3862396861052,-264.3862396861049,-264.3862396861049,-264.3862396861052,-264.3862396861052,-264.3862396861052,-264.3862396861052,-264.3862396861049,-264.3862396861049,-264.3862396861049,-264.3862396861052,-264.3862396861049,-264.3862396861049,-264.3862396861049,-264.3862396861049,-264.3862396861052,-264.3862396861052,-264.3862396861049,-264.3862396861052,-264.3862396861052,-264.3862396861049,-264.3862396861049
-831.3563077166729,-831.3563077166717,-831.3563077166729,-831.3563077166717,-831.3563077166729,-831.3563077166729,-831.3563077166729,-831.3563077166729,-831.3563077166717,-831.3563077166729,-831.3563077166717,-831.3563077166717,-831.3563077166729,-831.3563077166723,-831.3563077166729,-831.3563077166729,-831.3563077166729,-831.3563077166723,-831.3563077166717,-831.3563077166723,-831.3563077166717,-831.3563077166723,-831.3563077166729,-831.3563077166729,-831.3563077166729,-831.3563077166723,-831.3563077166717,-831.3563077166723,-831.3563077166729,-831.3563077166729
-504.4182708492557,-504.41827084925603,-504.4182708492557,-504.41827084925603,-504.4182708492557,-504.41827084925603,-504.41827084925603,-504.4182708492557,-504.4182708492557,-504.41827084925535,-504.4182708492557,-504.41827084925603,-504.41827084925535,-504.41827084925535,-504.41827084925603,-504.41827084925535,-504.41827084925603,-504.41827084925535,-504.41827084925603,-504.4182708492557,-504.41827084925603,-504.41827084925603,-504.4182708492557,-504.41827084925535,-504.41827084925603,-504.41827084925603,-504.41827084925603,-504.41827084925535,-504.41827084925535,-504.41827084925535
-337.76361013993323,-337.76361013993323,-337.76361013993346,-337.76361013993323,-337.7636101399337,-337.76361013993323,-337.76361013993323,-337.7636101399337,-337.76361013993323,-337.7636101399328,-337.76361013993346,-337.76361013993346,-337.76361013993346,-337.7636101399328,-337.76361013993346,-337.76361013993323,-337.76361013993323,-337.76361013993323,-337.76361013993346,-337.76361013993323,-337.76361013993323,-337.76361013993346,-337.76361013993323,-337.76361013993323,-337.7636101399337,-337.7636101399337,-337.76361013993346,-337.76361013993346,-337.7636101399337,-337.76361013993323
-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.3350212516286,-104.3350212516286,-104.33502125162867,-104.33502125162875,-104.3350212516286,-104.33502125162875,-104.3350212516286,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.3350212516286,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.33502125162867,-104.3350212516286,-104.33502125162867,-104.33502125162867,-104.33502125162867
-209.54349376397863,-209.56637343121665,-209.59075710200193,-209.5458390227152,-209.57330306674797,-209.58082108144683,-209.56368330513632,-209.58583603789913,-209.57675113346488,-209.56995632876547,-209.56003623062477,-209.57056223771698,-209.5465449643749,-209.56293140917572,-209.57186983833742,-209.55862829715005,-209.5558944091301,-209.58333257089626,-209.55010192501564,-209.56293140917558,-209.59683849580665,-209.5897471804111,-209.551434193195,-209.5523551571818,-209.58591022179743,-209.55754674957566,-209.53797564490245,-209.55168498510392,-209.59188970651746,-209.55010192501564
-259.93662257804505,-259.9366225780452,-259.9366225780454,-259.93662257804505,-259.93662257804505,-259.9366225780452,-259.9366225780454,-259.93662257804505,-259.93662257804505,-259.9366225780454,-259.93662257804505,-259.9366225780454,-259.93662257804505,-259.93662257804505,-259.93662257804505,-259.9366225780449,-259.9366225780452,-259.93662257804505,-259.9366225780454,-259.9366225780452,-259.93662257804505,-259.93662257804505,-259.93662257804505,-259.9366225780454,-259.93662257804505,-259.93662257804505,-259.9366225780454,-259.9366225780454,-259.93662257804505,-259.93662257804505
-1151.3690353470438,-1151.3690353470438,-1151.3690353470452,-1151.3690353470452,-1151.3690353470438,-1151.3690353470452,-1151.3690353470438,-1151.3690353470438,-1151.3690353470452,-1151.3690353470452,-1151.3690353470438,-1151.3690353470452,-1151.3690353470452,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470452,-1151.3690353470452,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470452,-1151.3690353470438,-1151.3690353470438,-1151.3690353470438,-1151.3690353470452,-1151.3690353470438
-507.04539295984546,-507.0453929598451,-507.04539295984546,-507.0453929598448,-507.0453929598451,-507.0453929598448,-507.0453929598448,-507.0453929598448,-507.0453929598448,-507.0453929598448,-507.04539295984546,-507.04539295984546,-507.04539295984546,-507.0453929598448,-507.0453929598448,-507.0453929598451,-507.0453929598448,-507.0453929598448,-507.04539295984546,-507.0453929598448,-507.0453929598448,-507.04539295984546,-507.0453929598448,-507.04539295984546,-507.0453929598448,-507.0453929598451,-507.04539295984546,-507.0453929598448,-507.0453929598448,-507.0453929598448
-489.8886201656418,-489.88862016564116,-489.8886201656418,-489.8886201656418,-489.8886201656418,-489.8886201656424,-489.8886201656424,-489.8886201656418,-489.8886201656418,-489.8886201656418,-489.8886201656418,-489.8886201656418,-489.8886201656424,-489.8886201656418,-489.8886201656424,-489.8886201656424,-489.8886201656424,-489.8886201656418,-489.8886201656418,-489.8886201656424,-489.8886201656424,-489.8886201656424,-489.8886201656418,-489.8886201656424,-489.8886201656418,-489.8886201656424,-489.8886201656418,-489.8886201656424,-489.8886201656424,-489.8886201656424
-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134017,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134004,-520.7674025134004,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011,-520.7674025134011
-561.2739786670073,-561.3847603991143,-561.3436238594743,-561.4364388453589,-561.3992631624152,-561.3158591379839,-561.270639810034,-561.264054642398,-561.3483639676542,-561.3527126739334,-561.3005516053078,-561.2420437915267,-561.3110029944069,-561.2971067381329,-561.3272876219401,-561.3638630023178,-561.2508728956878,-561.2298812956226,-561.3224656896006,-561.3627322372195,-561.3576893811355,-561.3580071815084,-561.3576893811355,-561.3780953357654,-561.3831809688422,-561.2962583716069,-561.3687556472365,-561.3424607537332,-561.228547949292,-561.3160515574342
-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077160013,-438.69808077160013,-438.698080771599,-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077159956,-438.69808077160013,-438.69808077159956,-438.69808077159956,-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077159956,-438.69808077159956,-438.69808077160013,-438.69808077160013,-438.69808077160013,-438.69808077159956,-438.698080771599,-438.69808077160013
-0.34000000000000064,-0.26,-0.27,-0.26,-0.2900000000000001,-0.28,-0.29,-0.25000000000000067,-0.31,-0.3,-0.24,-0.39,-0.25,-0.33,-0.34,-0.2900000000000008,-0.390000000000002,-0.35000000000000003,-0.34,-0.37,-0.240000000000001,-0.25,-0.33,-0.3,-0.35000000000000003,-0.27,-0.3500000000000003,-0.27,-0.37,-0.3
-1052.595476718229,-1052.595476718229,-1052.5954767182304,-1052.595476718229,-1052.595476718229,-1052.5954767182275,-1052.595476718229,-1052.5954767182304,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.5954767182304,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.595476718229,-1052.5954767182304,-1052.595476718229
-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157654,-808.5174856157644,-808.5174856157644,-808.5174856157654,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157648,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157654,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157644,-808.5174856157654
-409.0781526568509,-409.0781526568509,-409.0781526568509,-409.0781526568514,-409.0781526568509,-409.0781526568509,-409.0781526568509,-409.0781526568509,-409.0781526568514,-409.0781526568509,-409.0781526568514,-409.0781526568514,-409.0781526568509,-409.0781526568509,-409.0781526568509,-409.0781526568514,-409.0781526568509,-409.0781526568514,-409.0781526568514,-409.0781526568514,-409.0781526568509,-409.0781526568509,-409.0781526568514,-409.0781526568509,-409.0781526568509,-409.0781526568509,-409.0781526568514,-409.0781526568514,-409.0781526568514,-409.0781526568509
